"","age","inc","mortgage","ccAvg","MaxCC","MinCC","sdCC","usage","family","edu","mortS","cc","cd","online","securities","infoReq","loan"
"3650","2"," 4","1"," 9","3","4","5"," 1","2","2","0","0","0","0","0","Email","0"
"3416","3"," 3","1"," 3","5","5","5"," 6","4","2","0","1","0","1","0","Email","0"
"2951","5"," 4","1"," 3","4","2","2"," 1","3","2","0","0","0","1","0","Email","0"
"2252","3"," 9","1"," 1","3","5","4"," 1","2","1","0","0","0","0","0","Ph","0"
"734","1"," 3","4"," 1","1","1","1"," 3","3","2","0","0","0","1","0","Email","0"
"39","2","10","1","10","2","2","3"," 8","3","3","0","0","1","1","1","Ph","1"
"2117","4"," 4","5"," 1","5","4","5"," 3","3","1","1","1","0","0","0","Email","0"
"4776","3"," 3","5"," 1","1","1","1"," 3","3","2","1","0","0","1","0","Email","0"
"1822","5"," 2","5"," 1","2","5","3"," 1","1","1","1","0","0","0","0","Ph","0"
"2173","2","11","1"," 9","5","2","5"," 8","2","2","0","1","1","1","0","Ph","1"
"3334","3"," 6","5"," 5","3","5","5"," 4","3","3","1","1","0","1","0","Email","0"
"259","4"," 4","4"," 1","1","1","1"," 3","1","1","1","0","0","1","0","Ph","0"
"1658","5"," 6","4"," 2","3","5","5"," 1","4","2","0","0","0","0","0","Email","0"
"3750","4"," 5","5"," 6","2","3","2"," 6","3","3","1","1","0","1","0","Ph","0"
"3903","3"," 4","5"," 2","4","4","2"," 3","3","3","1","0","0","1","0","Ph","0"
"1111","1"," 3","4"," 2","5","3","5"," 4","1","1","0","1","0","1","0","Email","0"
"1653","1"," 2","1"," 3","4","4","3"," 3","3","1","0","0","0","1","0","Email","0"
"4000","3"," 6","1"," 1","1","1","2"," 3","2","2","0","0","0","1","0","Email","0"
"3984","3"," 2","1"," 1","1","1","1"," 4","2","3","0","0","0","1","0","Ph","0"
"1381","4"," 5","4"," 4","4","4","5"," 3","2","1","1","1","0","0","0","Email","0"
"4941","3"," 2","4"," 2","4","4","5"," 3","3","1","1","0","0","1","0","Email","0"
"3283","4"," 8","1"," 2","2","5","4"," 1","1","3","0","0","0","0","0","Email","0"
"484","5"," 1","1"," 2","5","5","4"," 3","3","2","0","0","0","1","0","Email","0"
"158","1"," 5","1"," 1","2","5","2"," 6","2","3","0","1","0","1","0","Ph","0"
"4658","1"," 5","1"," 4","4","4","3"," 6","4","2","0","1","0","1","0","Email","0"
"163","1"," 5","1"," 1","1","1","1"," 3","4","1","0","0","0","1","0","Email","0"
"1577","4"," 2","1"," 4","3","3","4"," 3","2","1","0","1","0","0","0","Email","0"
"4262","3"," 6","1"," 2","3","5","4"," 6","2","3","0","1","0","0","1","Email","0"
"2874","5"," 3","1"," 3","4","2","5"," 3","2","1","0","0","0","1","0","Ph","0"
"1333","1","12","1"," 2","3","3","2"," 1","4","2","0","0","0","0","0","Ph","1"
"3434","3"," 4","5"," 1","1","2","2"," 1","1","1","1","0","0","0","0","Ph","0"
"3881","5"," 4","1"," 1","1","2","1"," 3","3","2","0","0","0","1","0","Email","0"
"1462","1","10","4"," 1","5","5","5"," 3","2","1","1","1","0","0","0","Email","0"
"2291","1"," 6","1"," 3","5","3","3"," 3","2","1","0","1","0","0","0","Email","0"
"3243","2"," 7","1"," 3","5","5","3"," 4","3","3","0","1","0","0","0","Ph","0"
"2983","2","10","5"," 1","4","5","5"," 3","1","1","1","0","0","1","0","Ph","0"
"2993","5"," 3","1"," 1","1","1","1"," 3","1","1","0","1","0","0","0","Ph","0"
"4545","4"," 5","1"," 2","4","5","4"," 6","2","1","0","0","0","1","1","Ph","0"
"1927","5"," 5","5"," 2","4","2","5"," 1","1","1","1","0","0","0","0","Ph","0"
"555","5"," 1","5"," 2","3","5","2"," 3","3","3","1","0","0","1","0","Ph","0"
"2443","4"," 3","1"," 2","5","5","3"," 6","1","3","0","1","0","1","0","Email","0"
"1046","2"," 2","1"," 1","4","5","3"," 3","4","3","0","0","0","1","0","Email","0"
"2258","3"," 2","1"," 1","1","2","1"," 1","3","3","0","0","0","1","0","Email","0"
"1719","2"," 4","1"," 1","1","1","1"," 3","1","3","0","0","0","1","0","Email","0"
"4563","2","13","1"," 4","3","4","4"," 3","2","1","0","1","0","0","0","Email","0"
"1802","5"," 1","1"," 2","4","4","2"," 1","1","1","0","0","0","0","0","Email","0"
"1064","4","13","1"," 1","1","2","1"," 1","1","1","0","0","0","0","0","Email","0"
"2891","1"," 2","1"," 3","2","2","5"," 1","4","3","0","0","0","0","0","Email","0"
"634","5"," 2","5"," 1","2","1","1"," 3","3","1","1","0","0","1","0","Email","0"
"4485","4"," 3","1"," 1","3","3","2"," 1","4","1","0","0","0","0","0","Email","0"
"4884","2"," 6","4"," 3","3","4","4"," 3","2","1","0","0","0","1","0","Email","0"
"756","4"," 6","1"," 2","4","5","2"," 3","3","2","0","0","0","0","1","Email","0"
"2881","2"," 8","1"," 1","1","1","1"," 3","2","1","0","0","0","1","0","Ph","0"
"4566","5"," 6","1"," 4","5","5","4"," 6","2","3","0","1","0","1","0","Email","0"
"3097","4"," 3","4"," 6","3","5","4"," 3","2","3","0","1","0","0","0","Email","0"
"1940","4"," 2","5"," 5","5","5","5"," 6","3","1","1","0","0","1","1","Email","0"
"4864","3","10","1"," 4","2","4","2"," 1","1","3","0","0","0","0","0","Email","1"
"4903","3"," 3","1"," 1","2","1","1"," 3","1","2","0","1","0","0","0","Ph","0"
"666","5"," 5","4"," 1","1","1","1"," 6","3","3","0","0","0","1","1","Email","0"
"892","1"," 4","5"," 2","4","5","5"," 4","4","1","1","0","0","1","0","Email","0"
"4147","5"," 5","1"," 2","4","4","4"," 6","4","1","0","1","0","1","0","Ph","0"
"1425","1"," 2","5"," 3","3","5","5"," 1","1","3","1","0","0","0","0","Email","0"
"1680","5"," 6","5"," 4","3","2","5"," 1","2","1","1","0","0","0","0","Email","0"
"3623","3"," 6","1"," 2","5","4","4"," 3","1","1","0","0","0","1","0","Ph","0"
"894","4","11","4"," 3","5","2","2"," 3","2","1","0","0","0","1","0","Ph","1"
"83","2"," 6","1"," 2","4","4","4"," 3","1","3","0","0","0","1","0","Ph","0"
"1878","4","13","1"," 1","1","1","1"," 1","1","1","0","0","0","0","0","Ph","0"
"2231","4"," 2","1"," 1","4","5","5"," 3","1","2","0","0","0","1","0","Email","0"
"1948","3"," 1","4"," 4","3","5","5"," 3","2","1","1","0","0","1","0","Email","0"
"1583","3"," 1","1"," 1","1","1","1"," 6","2","1","0","0","0","1","1","Email","0"
"3998","2","13","1"," 1","4","4","5"," 3","2","1","0","0","0","1","0","Email","0"
"2100","1"," 3","1"," 8","3","3","5"," 4","4","3","0","1","0","0","0","Email","0"
"2462","2"," 6","5"," 1","1","1","1"," 7","1","1","1","0","0","1","1","Email","0"
"4445","1"," 2","4"," 2","4","5","4"," 8","3","1","1","1","1","1","0","Email","0"
"3571","1"," 2","1"," 4","4","4","4"," 3","3","2","0","1","0","0","0","Email","0"
"963","4"," 3","1"," 2","2","4","4"," 1","2","3","0","0","0","0","0","Email","0"
"1423","1"," 6","5"," 1","1","1","1"," 6","2","1","1","1","0","1","0","Email","0"
"4475","3"," 3","1"," 1","4","4","4"," 4","3","3","0","1","0","0","0","Email","0"
"2695","1"," 3","1"," 3","2","2","5"," 6","3","2","0","1","0","1","0","Email","0"
"3504","1"," 3","1"," 5","3","3","5"," 1","2","2","0","0","0","0","0","Email","0"
"1716","3"," 1","1"," 2","3","5","3"," 3","1","1","0","0","0","1","0","Email","0"
"3541","5"," 4","5"," 1","1","1","1"," 1","3","2","1","0","0","0","0","Ph","0"
"2475","2"," 3","1"," 4","5","4","2"," 1","2","2","0","0","0","0","0","Ph","0"
"4808","2"," 3","4"," 4","5","3","3","10","1","3","0","1","1","1","1","Email","0"
"853","4"," 6","1"," 8","1","5","4"," 6","1","3","0","0","0","1","1","Ph","0"
"1298","2","11","5"," 3","5","5","3"," 3","1","1","1","1","0","0","0","Email","0"
"437","5"," 8","5"," 4","4","5","3"," 8","2","2","1","1","1","1","0","Ph","1"
"968","3","12","4"," 1","1","1","2"," 8","3","3","0","1","1","1","0","Ph","1"
"4491","4"," 6","1"," 8","3","5","3"," 1","2","3","0","0","0","0","0","Ph","0"
"1362","5"," 2","4"," 3","5","5","3"," 3","2","1","1","0","0","1","0","Ph","0"
"3336","3"," 8","1"," 4","3","3","4"," 4","1","1","0","1","0","0","0","Ph","0"
"3609","3"," 3","1"," 1","1","1","2"," 3","1","3","0","0","0","1","0","Email","0"
"485","4"," 6","5"," 2","5","4","4"," 4","2","1","1","0","0","1","1","Email","0"
"1100","2"," 3","1"," 1","2","2","1"," 1","1","1","0","0","0","0","0","Email","0"
"1242","3"," 5","5"," 9","4","2","4"," 3","1","3","1","0","0","1","0","Email","0"
"464","5"," 2","5"," 2","2","4","4"," 3","1","2","1","0","0","1","0","Email","0"
"541","2"," 6","1"," 3","4","3","5"," 3","3","1","0","0","0","1","0","Ph","0"
"4547","3"," 6","1"," 2","4","5","4"," 4","2","1","0","0","0","1","0","Email","0"
"4523","3"," 6","1"," 3","3","2","5"," 3","4","1","0","0","0","1","0","Ph","0"
"4930","4"," 8","5"," 3","4","5","4"," 8","1","1","1","1","1","1","0","Email","0"
"4150","1"," 4","1"," 3","3","2","5"," 1","3","2","0","0","0","0","0","Email","0"
"2642","5","11","1"," 1","1","2","1"," 3","1","1","0","0","0","1","0","Email","0"
"1812","3"," 6","1"," 2","5","4","4"," 6","2","2","0","0","0","1","1","Email","0"
"2061","2"," 2","1"," 2","2","5","2"," 3","2","2","0","1","0","0","0","Email","0"
"3236","4"," 2","4"," 1","1","1","1"," 3","4","3","0","0","0","1","0","Email","0"
"378","3"," 3","1"," 3","5","2","5"," 1","2","3","0","0","0","0","0","Email","0"
"1554","2"," 5","5"," 8","1","4","5"," 1","3","1","1","0","0","0","0","Email","0"
"3116","3"," 1","5"," 1","2","1","1"," 6","3","2","1","1","0","1","0","Email","0"
"1451","4","11","1"," 1","1","1","1"," 3","2","1","0","1","0","0","0","Email","0"
"3805","3"," 2","4"," 1","1","1","1"," 3","4","1","1","0","0","1","0","Email","0"
"985","5"," 2","4"," 4","3","3","4"," 1","1","2","1","0","0","0","0","Ph","0"
"2278","4"," 5","1"," 1","1","1","2"," 1","4","3","0","0","0","0","0","Email","0"
"1263","5"," 8","1"," 2","3","2","4"," 3","1","3","0","1","0","0","0","Email","0"
"878","5"," 6","1"," 1","1","1","1"," 3","4","2","0","0","0","1","0","Email","0"
"4345","3"," 2","4"," 2","4","4","2"," 1","1","1","0","0","0","0","0","Email","0"
"1470","3"," 5","1"," 2","3","4","3"," 3","2","3","0","0","0","1","0","Email","0"
"2186","2"," 5","1"," 1","2","2","2"," 3","2","1","0","0","0","1","0","Email","0"
"128","1"," 6","5"," 1","2","1","1"," 3","1","2","1","0","0","1","0","Ph","0"
"4887","4"," 6","5"," 1","1","1","1"," 3","4","3","1","0","0","1","0","Email","0"
"4756","2"," 3","4"," 1","1","1","1"," 3","1","1","1","0","0","0","1","Email","0"
"4721","2"," 5","5"," 2","4","5","5"," 1","3","1","1","0","0","1","0","Ph","0"
"4569","4"," 7","1"," 2","3","5","5"," 4","2","1","0","0","0","1","0","Email","0"
"4066","1"," 5","1"," 1","4","4","3"," 6","4","2","0","0","0","1","1","Ph","0"
"2857","1"," 5","1"," 1","1","1","1"," 6","4","1","0","1","0","1","0","Email","0"
"1382","1"," 5","1"," 4","4","4","5"," 3","4","1","0","0","0","1","0","Email","0"
"1770","3"," 6","1"," 2","2","4","2"," 3","3","3","0","1","0","0","0","Ph","0"
"732","3"," 6","4"," 5","4","4","5"," 3","1","1","0","0","0","1","0","Email","0"
"3931","2"," 5","5"," 6","5","3","4"," 3","1","1","1","0","0","1","0","Email","0"
"4343","2","10","4"," 5","5","1","4"," 1","3","1","0","0","0","0","0","Ph","1"
"2568","5"," 6","1"," 2","3","2","4"," 6","2","3","0","1","0","1","0","Email","0"
"1501","4"," 1","4"," 1","5","4","3"," 3","1","3","1","1","0","0","0","Email","0"
"4538","4"," 3","1"," 6","4","3","3"," 3","2","1","0","0","0","1","0","Email","0"
"4863","5"," 4","1"," 1","2","1","1"," 3","3","1","0","0","0","1","0","Ph","0"
"2789","4"," 6","1"," 1","1","1","1"," 1","1","3","0","0","0","0","0","Email","0"
"493","2","11","1"," 5","2","5","4"," 3","1","1","0","0","0","1","0","Email","0"
"2216","4"," 5","1"," 2","2","4","4"," 6","2","3","0","1","0","1","0","Email","0"
"453","4"," 2","1"," 4","2","5","3"," 1","3","3","0","0","0","0","0","Email","0"
"733","5"," 4","1"," 5","4","3","4"," 6","2","1","0","1","0","1","0","Ph","0"
"1287","5"," 7","1"," 5","3","3","3"," 3","4","2","0","0","0","1","0","Email","0"
"2654","5"," 3","5"," 1","1","1","2"," 1","3","3","1","0","0","0","0","Email","0"
"3325","2"," 5","5"," 3","2","2","5"," 3","4","2","1","0","0","1","0","Ph","0"
"752","3"," 3","1"," 3","4","3","2"," 6","1","2","0","1","0","1","0","Ph","0"
"3936","1"," 8","1"," 1","1","1","1"," 3","4","3","0","0","0","1","0","Ph","1"
"3218","4"," 3","1"," 2","3","4","3"," 3","4","2","0","1","0","0","0","Email","0"
"3453","5"," 2","5"," 1","4","3","3"," 6","2","2","1","0","0","1","1","Email","0"
"668","4"," 3","1"," 2","5","2","2"," 1","1","1","0","0","0","0","0","Email","0"
"1625","4","11","1"," 3","3","3","3"," 1","4","3","0","0","0","0","0","Ph","1"
"3055","2"," 5","5"," 3","3","2","4"," 3","1","2","1","1","0","0","0","Ph","0"
"2377","3","13","5"," 3","4","4","5"," 3","4","2","1","1","0","0","0","Ph","1"
"1587","3"," 5","1"," 1","1","1","2"," 3","2","1","0","0","0","1","0","Email","0"
"1091","4"," 3","1"," 1","3","5","3"," 6","4","1","0","1","0","1","0","Email","0"
"264","3"," 3","1"," 4","4","3","4"," 1","2","1","0","0","0","0","0","Email","0"
"1073","2"," 2","1"," 1","2","5","3"," 3","3","2","0","0","0","1","0","Email","0"
"4033","2"," 1","4"," 1","5","4","3"," 3","2","2","1","0","0","0","1","Email","0"
"3678","4","12","1"," 1","4","3","4"," 4","1","1","0","0","0","1","1","Email","0"
"3386","3"," 8","1"," 2","5","2","3"," 4","4","3","0","0","0","1","0","Email","0"
"702","2","10","4"," 1","2","1","1"," 1","2","1","1","0","0","0","0","Email","0"
"565","4","12","1"," 3","3","5","2"," 8","3","3","0","1","1","1","0","Ph","1"
"4412","5"," 3","4"," 1","1","2","2"," 3","3","2","1","0","0","0","1","Email","0"
"1974","2"," 1","1"," 1","1","1","1"," 1","1","1","0","0","0","0","0","Ph","0"
"4613","2"," 6","1"," 1","3","3","4"," 1","1","1","0","0","0","0","0","Ph","0"
"748","5"," 4","1"," 3","3","3","4"," 3","4","2","0","1","0","0","0","Email","0"
"2646","3"," 3","1"," 1","2","1","1"," 1","1","3","0","0","0","0","0","Email","0"
"1225","4"," 3","4"," 2","4","5","4"," 1","1","1","1","0","0","0","0","Email","0"
"1041","3"," 5","4"," 2","4","3","4"," 6","1","2","1","1","0","1","0","Ph","0"
"3124","3"," 4","5"," 1","1","2","2"," 6","3","2","1","1","0","1","0","Email","0"
"1278","2"," 4","1"," 2","5","5","3"," 3","3","1","0","0","0","1","0","Ph","0"
"3661","4"," 1","1"," 1","1","1","1"," 3","1","3","0","0","0","1","0","Email","0"
"425","1"," 2","1"," 4","5","4","5"," 3","4","1","0","0","0","1","0","Email","0"
"3712","2"," 4","4"," 1","4","2","5"," 3","1","1","1","0","0","1","0","Email","0"
"1930","1","13","1"," 1","2","1","2"," 8","1","1","0","1","1","1","0","Ph","1"
"3412","5"," 8","1"," 3","4","4","3"," 6","1","3","0","1","0","1","0","Email","0"
"2989","4"," 6","4"," 1","2","1","1"," 3","2","1","0","0","0","1","0","Ph","0"
"2006","3"," 3","1"," 1","2","1","1"," 3","4","2","0","0","0","1","0","Ph","0"
"2829","2"," 2","5"," 1","1","1","1"," 3","3","1","1","0","0","1","0","Email","0"
"3","2"," 1","1"," 2","5","4","2"," 1","1","1","0","0","0","0","0","Email","0"
"980","3","10","1"," 1","2","1","1"," 1","2","1","0","0","0","0","0","Email","0"
"3177","2","10","4"," 3","5","5","3"," 3","2","1","0","0","0","1","0","Email","0"
"970","3"," 6","5","10","5","3","3"," 3","1","3","1","0","0","1","0","Email","0"
"3667","5"," 3","1"," 4","3","4","4"," 3","2","1","0","1","0","0","0","Ph","0"
"1387","3"," 6","1"," 1","1","1","1"," 1","3","1","0","0","0","0","0","Email","0"
"4630","2"," 2","5"," 3","5","5","2"," 6","4","1","1","1","0","1","0","Ph","0"
"4199","2"," 3","1"," 3","5","2","5"," 1","2","1","0","0","0","0","0","Email","0"
"522","4"," 3","1"," 1","1","1","1"," 1","1","1","0","0","0","0","0","Ph","0"
"575","1"," 3","4"," 2","3","3","2"," 3","3","3","0","1","0","0","0","Email","0"
"3052","5"," 9","1"," 1","2","1","1"," 3","1","1","0","0","0","1","0","Ph","0"
"4514","2"," 8","1"," 6","5","4","2"," 6","1","1","0","1","0","1","0","Email","0"
"3753","5"," 6","1"," 1","1","1","1"," 3","3","1","0","1","0","0","0","Email","0"
"4368","2"," 5","1"," 1","1","1","1"," 3","4","1","0","0","0","1","0","Email","0"
"317","2"," 8","1"," 1","3","2","3"," 3","2","2","0","0","0","1","0","Ph","1"
"2067","1"," 5","5"," 3","5","3","4"," 4","4","1","1","1","0","0","0","Ph","0"
"4866","2"," 3","1"," 3","2","4","2"," 3","1","1","0","0","0","1","0","Ph","0"
"391","5"," 1","1"," 1","1","2","1"," 3","1","3","0","1","0","0","0","Email","0"
"4460","4"," 5","5"," 1","1","1","1"," 1","3","1","1","0","0","1","0","Ph","0"
"1137","1"," 1","1"," 3","2","3","5"," 6","4","1","0","1","0","1","0","Ph","0"
"223","4"," 3","1"," 1","1","1","1"," 4","3","3","0","0","0","1","0","Email","0"
"3081","4"," 5","5"," 5","4","4","2"," 4","1","1","1","1","0","0","0","Email","0"
"3531","3","10","4"," 1","3","2","5"," 3","4","2","1","0","0","1","0","Ph","1"
"4535","3"," 5","1"," 2","4","3","4"," 6","3","1","0","0","0","1","1","Ph","0"
"1644","3"," 6","1"," 3","2","5","3"," 3","2","2","0","1","0","0","0","Ph","0"
"1288","5"," 3","1"," 1","1","1","1"," 3","4","1","0","0","0","0","1","Ph","0"
"359","1"," 2","1"," 1","2","2","1"," 3","1","3","0","0","0","1","0","Ph","0"
"1638","1"," 6","1"," 4","3","5","2"," 4","3","1","0","0","0","1","0","Ph","0"
"798","1"," 3","1"," 1","1","1","1"," 3","4","3","0","0","0","1","0","Email","0"
"2402","2"," 7","4"," 1","1","2","1"," 3","1","2","0","0","0","1","0","Ph","0"
"4642","1","11","1","10","3","4","5"," 6","2","1","0","1","0","1","0","Ph","0"
"4232","3"," 5","1"," 1","1","1","1"," 3","3","1","0","0","0","1","0","Ph","0"
"1529","5","11","1"," 1","2","4","5"," 1","1","1","0","0","0","0","0","Ph","0"
"2081","2"," 5","1"," 2","3","2","5"," 6","1","2","0","1","0","1","0","Email","0"
"370","3"," 2","5"," 1","4","3","4"," 1","4","1","1","0","0","1","0","Ph","0"
"3849","4"," 4","1"," 1","1","2","1"," 1","1","3","0","0","0","0","0","Ph","0"
"4559","1"," 7","5"," 3","5","3","2"," 3","2","3","1","0","0","1","0","Email","0"
"3291","4"," 1","4"," 3","3","3","5"," 1","2","1","1","0","0","0","0","Email","0"
"768","1"," 5","5"," 4","2","4","2"," 6","4","2","1","0","0","1","1","Email","0"
"2033","4","10","1"," 8","3","4","5"," 6","1","1","0","1","0","1","0","Email","0"
"4737","3"," 3","4"," 2","5","3","5"," 3","4","3","0","0","0","1","0","Email","0"
"280","1"," 4","5"," 5","2","5","4"," 4","4","3","1","0","0","1","0","Email","0"
"3641","3","10","1"," 1","1","2","1"," 3","1","3","0","1","0","0","0","Ph","1"
"1345","1","12","1"," 2","2","3","5"," 3","3","2","0","0","0","1","0","Ph","1"
"1629","5"," 5","1"," 4","3","2","3"," 1","1","2","0","0","0","0","0","Email","0"
"1394","2","10","1"," 4","5","5","5"," 1","1","1","0","0","0","0","0","Ph","0"
"167","1"," 2","1"," 1","2","1","1"," 6","3","3","0","1","0","1","0","Email","0"
"2315","3"," 6","1"," 1","5","4","3"," 3","4","3","0","0","0","1","0","Email","0"
"3030","1","11","1"," 3","4","4","4"," 6","3","2","0","0","1","1","0","Ph","1"
"4029","4"," 3","5"," 3","2","4","2"," 1","2","2","1","0","0","0","0","Email","0"
"114","5"," 6","4"," 3","5","5","3"," 1","2","1","1","0","0","0","0","Email","0"
"4410","5"," 1","4"," 1","4","5","5"," 6","4","2","1","1","0","1","0","Email","0"
"1350","2","12","5"," 3","3","5","4"," 1","1","1","1","0","0","0","0","Ph","0"
"4185","3"," 1","1"," 1","2","4","2"," 3","1","3","0","0","0","1","0","Email","0"
"3064","1"," 5","5"," 1","1","1","1"," 1","4","2","1","0","0","0","0","Email","0"
"1992","4"," 4","1"," 3","4","2","4"," 3","1","3","0","0","0","1","0","Email","0"
"3636","1","10","4"," 3","3","4","5"," 3","3","2","0","0","0","1","0","Ph","1"
"176","4"," 3","5"," 7","2","5","2"," 3","3","2","1","0","0","1","0","Email","0"
"3290","4"," 2","1"," 3","3","4","5"," 6","1","3","0","1","0","1","0","Email","0"
"1552","1"," 4","5"," 9","2","4","5"," 1","4","3","1","0","0","0","0","Ph","0"
"3690","3"," 9","1"," 1","5","3","3"," 3","1","1","0","0","0","0","1","Email","0"
"2383","5"," 2","1"," 9","5","4","2"," 1","3","1","0","0","0","0","0","Ph","0"
"1221","5"," 3","1"," 1","5","3","5"," 3","1","3","0","0","0","1","0","Email","0"
"3562","1"," 2","1"," 2","4","3","3"," 6","1","1","0","1","0","1","0","Email","0"
"408","5"," 6","1"," 2","3","5","2"," 3","2","1","0","0","0","1","0","Email","0"
"3698","1"," 5","1"," 5","5","5","4"," 1","4","3","0","0","0","0","0","Email","0"
"1231","3"," 2","1"," 5","4","3","3"," 6","3","2","0","1","0","1","0","Email","0"
"3346","2"," 3","1"," 3","4","3","4"," 3","1","3","0","0","0","1","0","Email","0"
"4282","5"," 3","5"," 1","4","5","5"," 6","2","1","1","1","0","1","0","Email","0"
"362","5"," 8","5"," 7","5","5","2"," 3","2","1","1","1","0","0","0","Email","0"
"3793","2"," 6","1"," 1","1","1","2"," 3","4","3","0","0","0","1","0","Email","0"
"3561","2","11","5"," 1","1","1","2"," 1","3","1","1","0","0","0","0","Email","1"
